Crop,Year,State,Area ('000 Hectares),Production ('000 Tonnes),Yield (Kg per Ha))
Minor Millets,2002-03  ,Assam,8.00,4.00,500.00
Minor Millets,2003-04,Assam,8.00,4.00,500.00
Minor Millets,2004-05,Assam,8.00,4.10,512.50
Minor Millets,2005-06,Assam,7.70,3.90,506.49
Minor Millets,2006-07,Assam,7.00,4.00,571.43
Minor Millets,2007-08,Assam,7.00,4.00,571.43
Minor Millets,2008-09,Assam,5.40,2.80,518.52
Minor Millets,2009-10,Assam,6.60,3.10,469.70
Minor Millets,2010-11,Assam,5.19,2.65,510.99
Minor Millets,2011-12,Assam,5.63,2.87,509.77
Minor Millets,2012-13,Assam,4.43,2.19,494.36
Minor Millets,2013-14,Assam,5.44,3.34,613.97
Minor Millets,2014-15,Assam,5.34,3.22,603.00
Minor Millets,2015-16,Assam,6.60,4.45,673.58
Minor Millets,2016-17,Assam,4.75,2.93,616.34
Minor Millets,2017-18,Assam,5.23,3.06,584.00
Minor Millets,2018-19,Assam,5.21,3.06,587.00
Minor Millets,2019-20,Assam,5.21,3.23,619.00
Minor Millets,1966-67,Bihar,195.90,75.80,386.93
Minor Millets,1967-68,Bihar,247.70,110.30,445.30
Minor Millets,1968-69,Bihar,239.10,95.90,401.09
Minor Millets,1969-70,Bihar,224.50,102.50,456.57
Minor Millets,1970-71,Bihar,224.30,96.90,432.01
Minor Millets,1971-72,Bihar,184.80,62.30,337.12
Minor Millets,1972-73,Bihar,183.60,67.80,369.28
Minor Millets,1973-74,Bihar,198.10,74.50,376.07
Minor Millets,1974-75,Bihar,191.70,65.80,343.24
Minor Millets,1975-76,Bihar,195.10,65.30,334.70
Minor Millets,1976-77,Bihar,184.40,69.10,374.73
Minor Millets,1977-78,Bihar,179.80,66.90,372.08
Minor Millets,1978-79,Bihar,164.60,70.80,430.13
Minor Millets,1979-80,Bihar,140.80,47.50,337.36
Minor Millets,1980-81,Bihar,149.40,52.80,353.41
Minor Millets,1981-82,Bihar,136.80,54.50,398.39
Minor Millets,1982-83,Bihar,112.90,36.80,325.95
Minor Millets,1983-84,Bihar,119.20,58.60,491.61
Minor Millets,1984-85,Bihar,107.20,50.00,466.42
Minor Millets,1985-86,Bihar,105.90,66.50,627.95
Minor Millets,1986-87,Bihar,92.20,57.60,624.73
Minor Millets,1987-88,Bihar,79.30,41.90,528.37
Minor Millets,1988-89,Bihar,75.80,47.60,627.97
Minor Millets,1989-90,Bihar,69.80,41.70,597.42
Minor Millets,1990-91,Bihar,65.90,35.40,537.18
Minor Millets,1991-92,Bihar,57.80,40.50,700.69
Minor Millets,1992-93,Bihar,53.00,34.30,647.17
Minor Millets,1993-94,Bihar,53.30,34.20,641.65
Minor Millets,1994-95,Bihar,45.20,24.70,546.46
Minor Millets,1995-96,Bihar,44.00,21.60,490.91
Minor Millets,1996-97,Bihar,48.00,29.50,614.58
Minor Millets,1997-98,Bihar,39.50,20.30,513.92
Minor Millets,1998-99,Bihar,32.00,18.30,571.88
Minor Millets,1999-00,Bihar,32.40,14.90,459.88
Minor Millets,2000-01      ,Bihar,7.80,4.30,551.28
Minor Millets,2001-02         ,Bihar,7.00,5.10,728.57
Minor Millets,2002-03  ,Bihar,6.50,4.90,753.85
Minor Millets,2003-04,Bihar,3.00,2.30,766.67
Minor Millets,2004-05,Bihar,2.80,2.32,828.57
Minor Millets,2005-06,Bihar,7.40,5.50,743.24
Minor Millets,2006-07,Bihar,6.20,4.60,741.94
Minor Millets,2007-08,Bihar,4.60,3.50,760.87
Minor Millets,2008-09,Bihar,7.80,6.00,769.23
Minor Millets,2009-10,Bihar,4.00,3.00,750.00
Minor Millets,2010-11,Bihar,5.10,3.89,762.75
Minor Millets,2011-12,Bihar,5.65,4.30,761.06
Minor Millets,2012-13,Bihar,2.89,2.21,764.71
Minor Millets,2013-14,Bihar,2.77,2.09,754.51
Minor Millets,2014-15,Bihar,2.61,1.98,758.62
Minor Millets,2015-16,Bihar,1.77,1.34,756.36
Minor Millets,2016-17,Bihar,3.20,3.10,966.89
Minor Millets,2017-18,Bihar,4.40,3.31,752.00
Minor Millets,2018-19,Bihar,9.32,7.00,751.00
Minor Millets,2019-20,Bihar,2.05,1.55,755.00
Minor Millets,2000-01      ,Chattisgarh,289.60,45.90,158.49
Minor Millets,2001-02         ,Chattisgarh,275.00,68.20,248.00
Minor Millets,2002-03  ,Chattisgarh,260.00,40.70,156.54
Minor Millets,2003-04,Chattisgarh,244.70,62.90,257.05
Minor Millets,2004-05,Chattisgarh,236.70,47.50,200.68
Minor Millets,2005-06,Chattisgarh,226.20,41.30,182.58
Minor Millets,2006-07,Chattisgarh,216.00,48.60,225.00
Minor Millets,2007-08,Chattisgarh,199.00,52.10,261.81
Minor Millets,2008-09,Chattisgarh,163.70,31.70,193.65
Minor Millets,2009-10,Chattisgarh,153.40,28.00,182.53
Minor Millets,2010-11,Chattisgarh,160.40,33.80,210.72
Minor Millets,2011-12,Chattisgarh,148.82,29.77,200.04
Minor Millets,2012-13,Chattisgarh,140.50,30.40,216.37
Minor Millets,2013-14,Chattisgarh,112.80,25.10,222.52
Minor Millets,2014-15,Chattisgarh,119.00,27.60,231.93
Minor Millets,2015-16,Chattisgarh,94.80,15.00,158.23
Minor Millets,2016-17,Chattisgarh,89.20,25.40,284.75
Minor Millets,2017-18,Chattisgarh,89.47,21.13,236.17
Minor Millets,2018-19,Chhattisgarh,86.25,28.61,331.71
Minor Millets,2019-20,Chhattisgarh,63.37,19.04,300.46
Minor Millets,2018-19,D & N Haveli,0.09,0.08,933.00
Minor Millets,2019-20,D & N Haveli,0.00,0.00,
Minor Millets,1966-67,Dadra Nagar Haveli,,,
Minor Millets,1967-68,Dadra Nagar Haveli,,,
Minor Millets,1968-69,Dadra Nagar Haveli,,,
Minor Millets,1969-70,Dadra Nagar Haveli,,,
Minor Millets,1970-71,Dadra Nagar Haveli,,,
Minor Millets,1971-72,Dadra Nagar Haveli,,,
Minor Millets,1972-73,Dadra Nagar Haveli,,,
Minor Millets,1973-74,Dadra Nagar Haveli,0.60,0.20,333.33
Minor Millets,1974-75,Dadra Nagar Haveli,0.80,0.30,375.00
Minor Millets,1975-76,Dadra Nagar Haveli,0.60,0.30,500.00
Minor Millets,1976-77,Dadra Nagar Haveli,0.90,0.40,444.44
Minor Millets,1977-78,Dadra Nagar Haveli,0.90,0.40,444.44
Minor Millets,1978-79,Dadra Nagar Haveli,1.00,0.60,600.00
Minor Millets,1979-80,Dadra Nagar Haveli,0.70,0.40,571.43
Minor Millets,1980-81,Dadra Nagar Haveli,0.70,0.50,714.29
Minor Millets,1981-82,Dadra Nagar Haveli,0.60,0.50,833.33
Minor Millets,1982-83,Dadra Nagar Haveli,0.60,0.40,666.67
Minor Millets,1983-84,Dadra Nagar Haveli,0.70,0.50,714.29
Minor Millets,1984-85,Dadra Nagar Haveli,0.60,0.40,666.67
Minor Millets,1985-86,Dadra Nagar Haveli,0.70,0.50,714.29
Minor Millets,1986-87,Dadra Nagar Haveli,0.70,0.50,714.29
Minor Millets,1987-88,Dadra Nagar Haveli,0.70,1.00,1428.57
Minor Millets,1988-89,Dadra Nagar Haveli,0.70,0.70,1000.00
Minor Millets,1989-90,Dadra Nagar Haveli,0.60,0.60,1000.00
Minor Millets,1990-91,Dadra Nagar Haveli,0.60,0.60,1000.00
Minor Millets,1991-92,Dadra Nagar Haveli,0.50,0.50,1000.00
Minor Millets,1992-93,Dadra Nagar Haveli,0.50,0.50,1000.00
Minor Millets,1993-94,Dadra Nagar Haveli,0.40,0.40,1000.00
Minor Millets,1994-95,Dadra Nagar Haveli,0.40,0.30,750.00
Minor Millets,1995-96,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,1996-97,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,1997-98,Dadra Nagar Haveli,0.30,0.30,1000.00
Minor Millets,1998-99,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,1999-00,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2000-01      ,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2001-02         ,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2002-03  ,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2003-04,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2004-05,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2005-06,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2006-07,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2007-08,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2008-09,Dadra Nagar Haveli,0.20,0.20,1000.00
Minor Millets,2009-10,Dadra Nagar Haveli,0.20,0.10,500.00
Minor Millets,2010-11,Dadra Nagar Haveli,0.08,0.08,1000.00
Minor Millets,2011-12,Dadra Nagar Haveli,0.08,0.08,1000.00
Minor Millets,2012-13,Dadra Nagar Haveli,0.23,0.22,948.05
Minor Millets,2013-14,Dadra Nagar Haveli,0.23,0.22,956.52
Minor Millets,2014-15,Dadra Nagar Haveli,0.22,0.20,909.09
Minor Millets,2015-16,Dadra Nagar Haveli,,,
Minor Millets,2016-17,Dadra Nagar Haveli,,,
Minor Millets,2017-18,Dadra Nagar Haveli,,,
Minor Millets,1966-67,Delhi,,,
Minor Millets,1967-68,Delhi,,,
Minor Millets,1968-69,Delhi,,,
Minor Millets,1969-70,Delhi,,,
Minor Millets,1970-71,Delhi,,,
Minor Millets,1971-72,Delhi,,,
Minor Millets,1972-73,Delhi,,,
Minor Millets,1973-74,Delhi,,,
Minor Millets,1974-75,Delhi,,,
Minor Millets,1975-76,Delhi,,,
Minor Millets,1976-77,Delhi,,,
Minor Millets,1977-78,Delhi,,,
Minor Millets,1978-79,Delhi,,,
Minor Millets,1979-80,Delhi,,,
Minor Millets,1980-81,Delhi,,,
Minor Millets,1981-82,Delhi,,,
Minor Millets,1982-83,Delhi,,,
Minor Millets,1983-84,Delhi,,,
Minor Millets,1984-85,Delhi,,,
Minor Millets,1985-86,Delhi,,,
Minor Millets,1986-87,Delhi,,,
Minor Millets,1987-88,Delhi,,,
Minor Millets,1988-89,Delhi,,,
Minor Millets,1989-90,Delhi,,,
Minor Millets,1990-91,Delhi,,,
Minor Millets,1991-92,Delhi,,,
Minor Millets,1992-93,Delhi,,,
Minor Millets,1993-94,Delhi,,,
Minor Millets,1994-95,Delhi,,,
Minor Millets,1995-96,Delhi,,,
Minor Millets,1996-97,Delhi,,,
Minor Millets,1997-98,Delhi,,,
Minor Millets,1998-99,Delhi,,,
Minor Millets,1999-00,Delhi,,,
Minor Millets,2000-01      ,Delhi,,,
Minor Millets,2001-02         ,Delhi,,,
Minor Millets,2002-03  ,Delhi,,,
Minor Millets,2003-04,Delhi,,,
Minor Millets,2004-05,Delhi,,,
Minor Millets,2005-06,Delhi,,,
Minor Millets,2006-07,Delhi,,,
Minor Millets,2007-08,Delhi,,,
Minor Millets,2008-09,Delhi,,,
Minor Millets,2009-10,Delhi,,,
Minor Millets,2010-11,Delhi,,,
Minor Millets,2011-12,Delhi,,,
Minor Millets,2012-13,Delhi,,,
Minor Millets,2013-14,Delhi,,,
Minor Millets,2014-15,Delhi,,,
Minor Millets,2015-16,Delhi,,,
Minor Millets,2016-17,Delhi,,,
Minor Millets,2017-18,Delhi,,,
Minor Millets,1966-67,Gujarat,133.30,63.90,479.37
Minor Millets,1967-68,Gujarat,135.00,102.30,757.78
Minor Millets,1968-69,Gujarat,150.90,76.10,504.31
Minor Millets,1969-70,Gujarat,146.80,114.70,781.34
Minor Millets,1970-71,Gujarat,160.50,134.80,839.88
Minor Millets,1971-72,Gujarat,154.00,132.20,858.44
Minor Millets,1972-73,Gujarat,137.70,67.30,488.74
Minor Millets,1973-74,Gujarat,135.80,101.90,750.37
Minor Millets,1974-75,Gujarat,121.50,57.10,469.96
Minor Millets,1975-76,Gujarat,122.20,110.80,906.71
Minor Millets,1976-77,Gujarat,121.50,93.20,767.08
Minor Millets,1977-78,Gujarat,122.90,96.70,786.82
Minor Millets,1978-79,Gujarat,126.10,109.90,871.53
Minor Millets,1979-80,Gujarat,137.50,89.00,647.27
Minor Millets,1980-81,Gujarat,135.30,106.70,788.62
Minor Millets,1981-82,Gujarat,140.50,109.40,778.65
Minor Millets,1982-83,Gujarat,127.60,54.30,425.55
Minor Millets,1983-84,Gujarat,116.30,79.90,687.02
Minor Millets,1984-85,Gujarat,107.00,64.70,604.67
Minor Millets,1985-86,Gujarat,110.30,16.50,149.59
Minor Millets,1986-87,Gujarat,95.60,16.60,173.64
Minor Millets,1987-88,Gujarat,53.20,10.40,195.49
Minor Millets,1988-89,Gujarat,107.40,57.50,535.38
Minor Millets,1989-90,Gujarat,61.50,35.50,577.24
Minor Millets,1990-91,Gujarat,38.80,23.30,600.52
Minor Millets,1991-92,Gujarat,36.20,14.80,408.84
Minor Millets,1992-93,Gujarat,37.20,18.60,500.00
Minor Millets,1993-94,Gujarat,33.60,14.50,431.55
Minor Millets,1994-95,Gujarat,28.10,12.90,459.07
Minor Millets,1995-96,Gujarat,26.30,11.60,441.06
Minor Millets,1996-97,Gujarat,14.30,6.30,440.56
Minor Millets,1997-98,Gujarat,17.70,7.40,418.08
Minor Millets,1998-99,Gujarat,13.60,5.60,411.76
Minor Millets,1999-00,Gujarat,16.70,5.10,305.39
Minor Millets,2000-01      ,Gujarat,10.60,3.20,301.89
Minor Millets,2001-02         ,Gujarat,14.10,3.30,234.04
Minor Millets,2002-03  ,Gujarat,13.60,3.60,264.71
Minor Millets,2003-04,Gujarat,17.10,5.90,345.03
Minor Millets,2004-05,Gujarat,12.30,4.00,325.20
Minor Millets,2005-06,Gujarat,39.00,34.00,871.79
Minor Millets,2006-07,Gujarat,35.00,20.00,571.43
Minor Millets,2007-08,Gujarat,72.00,86.00,1194.44
Minor Millets,2008-09,Gujarat,45.00,48.00,1066.67
Minor Millets,2009-10,Gujarat,58.00,57.00,982.76
Minor Millets,2010-11,Gujarat,34.00,38.00,1117.65
Minor Millets,2011-12,Gujarat,69.00,64.00,927.54
Minor Millets,2012-13,Gujarat,46.00,43.00,934.78
Minor Millets,2013-14,Gujarat,38.00,41.00,1078.95
Minor Millets,2014-15,Gujarat,31.00,30.80,993.55
Minor Millets,2015-16,Gujarat,18.00,20.00,1111.11
Minor Millets,2016-17,Gujarat,22.00,28.00,1272.73
Minor Millets,2017-18,Gujarat,13.00,15.73,1210.00
Minor Millets,2018-19,Gujarat,1.30,1.24,955.00
Minor Millets,2019-20,Gujarat,0.29,0.16,560.00
Minor Millets,1966-67,Haryana,0.10,,
Minor Millets,1967-68,Haryana,0.60,0.10,166.67
Minor Millets,1968-69,Haryana,0.10,,
Minor Millets,1969-70,Haryana,0.20,0.10,500.00
Minor Millets,1970-71,Haryana,0.10,0.10,1000.00
Minor Millets,1971-72,Haryana,0.10,0.10,1000.00
Minor Millets,1972-73,Haryana,,,
Minor Millets,1973-74,Haryana,27.70,,
Minor Millets,1974-75,Haryana,29.10,,
Minor Millets,1975-76,Haryana,27.50,,
Minor Millets,1976-77,Haryana,,18.30,
Minor Millets,1977-78,Haryana,,17.60,
Minor Millets,1978-79,Haryana,,15.70,
Minor Millets,1979-80,Haryana,,15.40,
Minor Millets,1980-81,Haryana,,15.00,
Minor Millets,1981-82,Haryana,,9.10,
Minor Millets,1982-83,Haryana,,7.40,
Minor Millets,1983-84,Haryana,,12.10,
Minor Millets,1984-85,Haryana,,8.70,
Minor Millets,1985-86,Haryana,,8.20,
Minor Millets,1986-87,Haryana,,,
Minor Millets,1987-88,Haryana,,,
Minor Millets,1988-89,Haryana,,,
Minor Millets,1989-90,Haryana,,,
Minor Millets,1990-91,Haryana,,,
Minor Millets,1991-92,Haryana,,,
Minor Millets,1992-93,Haryana,,,
Minor Millets,1993-94,Haryana,,,
Minor Millets,1994-95,Haryana,,,
Minor Millets,1995-96,Haryana,,,
Minor Millets,1996-97,Haryana,,,
Minor Millets,1997-98,Haryana,,,
Minor Millets,1998-99,Haryana,,,
Minor Millets,1999-00,Haryana,,,
Minor Millets,2000-01      ,Haryana,,,
Minor Millets,2001-02         ,Haryana,,,
Minor Millets,2002-03  ,Haryana,,,
Minor Millets,2003-04,Haryana,,,
Minor Millets,2004-05,Haryana,,,
Minor Millets,2005-06,Haryana,,,
Minor Millets,2006-07,Haryana,,,
Minor Millets,2007-08,Haryana,,,
Minor Millets,2008-09,Haryana,,,
Minor Millets,2009-10,Haryana,,,
Minor Millets,2010-11,Haryana,,,
Minor Millets,2011-12,Haryana,,,
Minor Millets,2012-13,Haryana,5.20,,
Minor Millets,2013-14,Haryana,4.64,,
Minor Millets,2014-15,Haryana,4.43,,
Minor Millets,2015-16,Haryana,4.18,,
Minor Millets,2016-17,Haryana,4.91,,
Minor Millets,2017-18,Haryana,,,
Minor Millets,1966-67,Himachal Pradesh  ,28.10,12.30,437.72
Minor Millets,1967-68,Himachal Pradesh  ,27.20,14.70,540.44
Minor Millets,1968-69,Himachal Pradesh  ,26.90,19.50,724.91
Minor Millets,1969-70,Himachal Pradesh  ,28.00,18.00,642.86
Minor Millets,1970-71,Himachal Pradesh  ,29.70,20.80,700.34
Minor Millets,1971-72,Himachal Pradesh  ,26.90,14.80,550.19
Minor Millets,1972-73,Himachal Pradesh  ,27.30,15.70,575.09
Minor Millets,1973-74,Himachal Pradesh  ,,18.90,
Minor Millets,1974-75,Himachal Pradesh  ,,19.50,
Minor Millets,1975-76,Himachal Pradesh  ,,18.50,
Minor Millets,1976-77,Himachal Pradesh  ,26.50,,
Minor Millets,1977-78,Himachal Pradesh  ,26.20,,
Minor Millets,1978-79,Himachal Pradesh  ,25.00,,
Minor Millets,1979-80,Himachal Pradesh  ,24.30,,
Minor Millets,1980-81,Himachal Pradesh  ,22.80,,
Minor Millets,1981-82,Himachal Pradesh  ,22.00,,
Minor Millets,1982-83,Himachal Pradesh  ,22.30,,
Minor Millets,1983-84,Himachal Pradesh  ,21.10,,
Minor Millets,1984-85,Himachal Pradesh  ,19.90,,
Minor Millets,1985-86,Himachal Pradesh  ,20.80,,
Minor Millets,1986-87,Himachal Pradesh  ,19.30,5.60,290.16
Minor Millets,1987-88,Himachal Pradesh  ,19.30,3.60,186.53
Minor Millets,1988-89,Himachal Pradesh  ,17.90,5.90,329.61
Minor Millets,1989-90,Himachal Pradesh  ,16.80,9.20,547.62
Minor Millets,1990-91,Himachal Pradesh  ,16.00,10.30,643.75
Minor Millets,1991-92,Himachal Pradesh  ,15.50,7.00,451.61
Minor Millets,1992-93,Himachal Pradesh  ,15.00,9.20,613.33
Minor Millets,1993-94,Himachal Pradesh  ,14.20,6.70,471.83
Minor Millets,1994-95,Himachal Pradesh  ,13.20,7.60,575.76
Minor Millets,1995-96,Himachal Pradesh  ,12.20,8.60,704.92
Minor Millets,1996-97,Himachal Pradesh  ,12.70,11.00,866.14
Minor Millets,1997-98,Himachal Pradesh  ,11.70,7.40,632.48
Minor Millets,1998-99,Himachal Pradesh  ,11.70,1.40,119.66
Minor Millets,1999-00,Himachal Pradesh  ,11.10,7.40,666.67
Minor Millets,2000-01      ,Himachal Pradesh  ,10.80,7.10,657.41
Minor Millets,2001-02         ,Himachal Pradesh  ,10.80,7.10,657.41
Minor Millets,2002-03  ,Himachal Pradesh  ,10.00,6.90,690.00
Minor Millets,2003-04,Himachal Pradesh  ,10.00,7.00,700.00
Minor Millets,2004-05,Himachal Pradesh  ,12.00,7.00,583.33
Minor Millets,2005-06,Himachal Pradesh  ,8.50,5.70,670.59
Minor Millets,2006-07,Himachal Pradesh  ,7.50,5.10,680.00
Minor Millets,2007-08,Himachal Pradesh  ,7.40,5.50,743.24
Minor Millets,2008-09,Himachal Pradesh  ,5.90,4.30,728.81
Minor Millets,2009-10,Himachal Pradesh  ,5.10,1.80,352.94
Minor Millets,2010-11,Himachal Pradesh  ,5.52,3.28,595.29
Minor Millets,2011-12,Himachal Pradesh  ,5.50,3.31,601.82
Minor Millets,2012-13,Himachal Pradesh  ,5.32,3.55,667.42
Minor Millets,2013-14,Himachal Pradesh  ,5.10,3.18,623.53
Minor Millets,2014-15,Himachal Pradesh  ,5.55,3.03,545.95
Minor Millets,2015-16,Himachal Pradesh  ,5.89,3.05,517.32
Minor Millets,2016-17,Himachal Pradesh  ,9.10,3.83,420.96
Minor Millets,2017-18,Himachal Pradesh  ,4.10,3.31,806.73
Minor Millets,2018-19,Himachal Pradesh  ,5.01,4.06,810.00
Minor Millets,2019-20,Himachal Pradesh  ,5.21,4.64,890.00
Minor Millets,1966-67,Jammu & Kashmir  ,17.90,10.30,575.42
Minor Millets,1967-68,Jammu & Kashmir  ,16.80,10.60,630.95
Minor Millets,1968-69,Jammu & Kashmir  ,30.00,25.00,833.33
Minor Millets,1969-70,Jammu & Kashmir  ,14.10,8.30,588.65
Minor Millets,1970-71,Jammu & Kashmir  ,16.20,7.80,481.48
Minor Millets,1971-72,Jammu & Kashmir  ,16.20,8.40,518.52
Minor Millets,1972-73,Jammu & Kashmir  ,17.00,9.60,564.71
Minor Millets,1973-74,Jammu & Kashmir  ,21.60,10.80,500.00
Minor Millets,1974-75,Jammu & Kashmir  ,19.20,9.10,473.96
Minor Millets,1975-76,Jammu & Kashmir  ,21.00,15.00,714.29
Minor Millets,1976-77,Jammu & Kashmir  ,21.10,11.60,549.76
Minor Millets,1977-78,Jammu & Kashmir  ,20.10,9.00,447.76
Minor Millets,1978-79,Jammu & Kashmir  ,19.40,10.40,536.08
Minor Millets,1979-80,Jammu & Kashmir  ,18.30,11.20,612.02
Minor Millets,1980-81,Jammu & Kashmir  ,18.00,11.70,650.00
Minor Millets,1981-82,Jammu & Kashmir  ,15.90,9.60,603.77
Minor Millets,1982-83,Jammu & Kashmir  ,16.00,8.40,525.00
Minor Millets,1983-84,Jammu & Kashmir  ,16.40,10.50,640.24
Minor Millets,1984-85,Jammu & Kashmir  ,16.10,9.80,608.70
Minor Millets,1985-86,Jammu & Kashmir  ,15.20,9.70,638.16
Minor Millets,1986-87,Jammu & Kashmir  ,14.80,10.90,736.49
Minor Millets,1987-88,Jammu & Kashmir  ,16.80,6.90,410.71
Minor Millets,1988-89,Jammu & Kashmir  ,16.80,6.90,410.71
Minor Millets,1989-90,Jammu & Kashmir  ,17.10,9.20,538.01
Minor Millets,1990-91,Jammu & Kashmir  ,14.40,6.60,458.33
Minor Millets,1991-92,Jammu & Kashmir  ,14.80,7.40,500.00
Minor Millets,1992-93,Jammu & Kashmir  ,13.80,7.00,507.25
Minor Millets,1993-94,Jammu & Kashmir  ,14.90,7.60,510.07
Minor Millets,1994-95,Jammu & Kashmir  ,15.50,7.50,483.87
Minor Millets,1995-96,Jammu & Kashmir  ,5.80,2.10,362.07
Minor Millets,1996-97,Jammu & Kashmir  ,14.20,6.70,471.83
Minor Millets,1997-98,Jammu & Kashmir  ,13.20,5.80,439.39
Minor Millets,1998-99,Jammu & Kashmir  ,5.10,1.60,313.73
Minor Millets,1999-00,Jammu & Kashmir  ,14.00,6.20,442.86
Minor Millets,2000-01      ,Jammu & Kashmir  ,5.90,1.60,271.19
Minor Millets,2001-02         ,Jammu & Kashmir  ,5.00,2.00,400.00
Minor Millets,2002-03  ,Jammu & Kashmir  ,14.20,7.00,492.96
Minor Millets,2003-04,Jammu & Kashmir  ,5.20,1.90,365.38
Minor Millets,2004-05,Jammu & Kashmir  ,4.40,1.80,409.09
Minor Millets,2005-06,Jammu & Kashmir  ,4.80,2.00,416.67
Minor Millets,2006-07,Jammu & Kashmir  ,4.50,2.10,466.67
Minor Millets,2007-08,Jammu & Kashmir  ,9.20,4.60,500.00
Minor Millets,2008-09,Jammu & Kashmir  ,11.40,6.30,552.63
Minor Millets,2009-10,Jammu & Kashmir  ,9.97,5.03,504.97
Minor Millets,2010-11,Jammu & Kashmir  ,9.31,4.60,493.93
Minor Millets,2011-12,Jammu & Kashmir  ,14.30,7.73,540.64
Minor Millets,2012-13,Jammu & Kashmir  ,,2.63,
Minor Millets,2013-14,Jammu & Kashmir  ,,2.41,
Minor Millets,2014-15,Jammu & Kashmir  ,,2.00,
Minor Millets,2015-16,Jammu & Kashmir  ,,2.32,
Minor Millets,2016-17,Jammu & Kashmir  ,,3.76,
Minor Millets,2017-18,Jammu & Kashmir  ,6.19,3.08,497.00
